End_of_Period,Loan_Number,Region,Country_Code,Country,Borrower,Guarantor_Country_Code,Guarantor,Loan_Type,Loan_Status,Interest_Rate,Project_ID,Project_Name,Original_Principal_Amount,Cancelled_Amount_,Undisbursed_Amount_,Disbursed_Amount_,Repaid_to_IBRD_,Due_to_IBRD_,Exchange_Adjustment_,Borrowers_Obligation_,Sold_Third_Party_,Repaid__Third_Party,Due__Third_Party_,Loans_Held_,First_Repayment_Date,Last_Repayment_Date,Agreement_Signing_Date,Board_Approval_Date,Effective_Date_(Most_Recent),Closed_Date_(Most_Recent),Last_Disbursement_Date
9/30/2025,IBRD3803S,"EUROPE AND CENTRAL ASIA",EE,Estonia,"MINISTRY OF FINANCE",EE,Estonia,SCPM,"Fully Repaid",6,P008401,"FINANCIAL INSTITUTIO",10000000,7673231,0,2326768.75,2326769,0,0,0,0,0,0,0,7/15/2000,1/15/2010,11/15/1994,10/18/1994,7/14/1995,6/30/1998,10/6/1997
9/30/2025,IBRD38350,"EUROPE AND CENTRAL ASIA",EE,Estonia,"MINISTRY OF FINANCE",EE,Estonia,CPL,"Fully Transferred",7,P008402,HEALTH,0,0,0,0,0,0,0,0,0,0,0,0,7/15/2000,1/15/2010,1/26/1995,1/19/1995,7/10/1995,6/30/2000,
9/30/2025,IBRD3835A,"EUROPE AND CENTRAL ASIA",EE,Estonia,"MINISTRY OF FINANCE",EE,Estonia,SCL,"Fully Repaid",1,P008402,HEALTH,17366932,12666,0,16163762.7,18336488,0,0,0,0,0,0,0,7/15/2000,1/15/2010,1/26/1995,1/19/1995,7/10/1995,6/30/2000,9/13/2000
9/30/2025,IBRD3835S,"EUROPE AND CENTRAL ASIA",EE,Estonia,"MINISTRY OF FINANCE",EE,Estonia,SCPM,"Fully Repaid",6,P008402,HEALTH,633068,0,0,633067.55,633068,0,0,0,0,0,0,0,7/15/2000,1/15/2010,1/26/1995,1/19/1995,7/10/1995,6/30/2000,
9/30/2025,IBRD38700,"EUROPE AND CENTRAL ASIA",EE,Estonia,"MINISTRY OF FINANCE",EE,Estonia,CPL,"Fully Transferred",7,P008406,"HAAPSALU/MATSALU BAY",0,0,0,0,0,0,0,0,0,0,0,0,12/1/2000,6/1/2010,9/19/1995,4/20/1995,4/12/1996,6/30/2000,
9/30/2025,IBRD3870S,"EUROPE AND CENTRAL ASIA",EE,Estonia,"MINISTRY OF FINANCE",EE,Estonia,SCPD,"Fully Repaid",8,P008406,"HAAPSALU/MATSALU BAY",2000000,0,0,2000000,2000000,0,0,0,0,0,0,0,12/1/2000,6/1/2010,9/19/1995,4/20/1995,4/12/1996,6/30/2000,10/17/2000
9/30/2025,IBRD39830,"EUROPE AND CENTRAL ASIA",EE,Estonia,"MINISTRY OF FINANCE",EE,Estonia,SCL,"Fully Repaid",0,P008403,AGRICULTURE,15300000,0,0,11511208.22,14045659,0,0,0,0,0,0,0,6/15/2001,12/15/2012,8/7/1996,3/5/1996,3/4/1997,6/30/2002,12/20/2002
9/30/2025,IBRD70080,"EUROPE AND CENTRAL ASIA",EE,Estonia,"MINISTRY OF FINANCE",EE,Estonia,FSL,"Fully Repaid",0,P035775,TRANSPORT,25000000,8967334,0,15825193.83,21063396,-5238202.39,5238202.39,0,0,0,0,-5238202.39,9/15/2005,3/15/2015,4/27/2000,3/16/2000,9/6/2000,12/31/2005,4/4/2004
9/30/2025,IBRD02430,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"Ministry of International Cooperation",EG,Egypt,NPL,"Fully Repaid",6,P004982,"SUEZ CANAL AUTHORITY",56500000,0,0,56500000,50520080,0,0.01,0.01,5979920,5979920,0,0,3/15/1962,9/15/1974,12/22/1959,12/21/1959,2/12/1960,12/31/1962,
9/30/2025,IBRD10620,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"Ministry of International Cooperation",EG,Egypt,NPL,"Fully Repaid",8,P004994,"IND./AG. RECURRENT IMP.",35000000,0,0,35000000,35000000,0,0,0,0,0,0,0,5/15/1980,11/15/1999,12/20/1974,12/3/1974,3/19/1975,12/31/1980,
9/30/2025,IBRD10640,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"SUEZ CANAL AUTHORITY",EG,Egypt,NPL,"Fully Repaid",8,P004995,"SUEZ REHABILITATION",50000000,4215167,0,45784833.33,44384833,0,0,0,1400000,1400000,0,0,1/15/1979,7/15/1994,12/20/1974,12/3/1974,4/21/1975,12/31/1983,
9/30/2025,IBRD10850,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"Ministry of International Cooperation",EG,Egypt,NPL,"Fully Repaid",8,P004993,"TOURAH CEMENT EXPANSION",40000000,0,0,40000000,40000000,0,0,0,0,0,0,0,3/15/1980,9/15/1994,2/10/1975,1/28/1975,6/9/1975,12/31/1982,
9/30/2025,IBRD10980,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"THE EGYPTIAN RAILWAYS AUTHORITY",EG,Egypt,NPL,"Fully Repaid",9,P004996,"RAILWAYS II",37000000,1413449,0,35586551.12,35586551,0,0,0,0,0,0,0,5/15/1979,11/15/1999,4/2/1975,3/20/1975,8/20/1975,6/30/1981,
9/30/2025,IBRD12390,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"ALEXANDRIA PORT AUTHORITY",EG,Egypt,NPL,"Fully Repaid",9,P005001,"PORT OF ALEXANDRIA",45000000,3498926,0,41501073.6,41501074,0,0,0,0,0,0,0,3/15/1981,9/15/2000,4/19/1976,4/6/1976,8/30/1976,8/31/1985,
9/30/2025,IBRD12760,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"Ministry of International Cooperation",EG,Egypt,NPL,"Fully Repaid",9,P004997,AGR.CR.FRUIT&VEGETABLE,50000000,1356332,0,48643667.79,48643668,0,0,0,0,0,0,0,1/15/1983,1/15/2001,6/11/1976,5/28/1976,12/20/1976,12/31/1984,
9/30/2025,IBRD94530,"LATIN AMERICA AND CARIBBEAN",EC,Ecuador,"Ministerio de Economia y Finanzas",EC,Ecuador,FSL,"Fully Disbursed",0,P178636,"EGARR DPF-2",500000000,0,0,500000000,0,500000000,0,500000000,0,0,0,500000000,12/1/2027,6/1/2041,12/16/2022,12/6/2022,12/19/2022,12/15/2023,12/23/2022
9/30/2025,IBRD95260,"LATIN AMERICA AND CARIBBEAN",EC,Ecuador,"CORPORACION FINANCIERA NACIONAL B.P.",EC,Ecuador,FSL,Disbursing,0,P172899,"Access to Finance Project",300000000,0,0,300000000,0,300000000,0,300000000,0,0,0,300000000,3/15/2027,3/15/2043,10/11/2023,5/31/2023,10/18/2023,12/31/2027,8/19/2025
9/30/2025,IBRD95550,"LATIN AMERICA AND CARIBBEAN",EC,Ecuador,"Ministerio de Economia y Finanzas",EC,Ecuador,FSL,Disbursing,0,P181079,"EC: Emergency Reconstruction Project",150000000,0,147924574,2075426,0,2075426,0,2075426,0,0,0,150000000,9/1/2031,3/1/2043,9/12/2023,6/9/2023,11/14/2023,6/30/2028,7/28/2025
9/30/2025,IBRD95850,"LATIN AMERICA AND CARIBBEAN",EC,Ecuador,"Ministerio de Economia y Finanzas",EC,Ecuador,FSL,"Fully Disbursed",0,P180319,"EGARR DPF-3",500000000,0,0,500000000,0,500000000,0,500000000,0,0,0,500000000,6/15/2029,12/15/2040,8/22/2023,8/4/2023,8/30/2023,12/31/2024,9/1/2023
9/30/2025,IBRD18490,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"Ministry of International Cooperation",EG,Egypt,NPL,"Fully Repaid",8,P005024,"PULP & PAPER",50000000,104078,0,49895921.56,49895922,0,0,0,0,0,0,0,5/15/1985,5/15/1995,6/4/1980,5/20/1980,5/12/1982,12/31/1986,
9/30/2025,IBRD18860,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"EGYPTIAN ELECTRICITY AUTHORITY",EG,Egypt,NPL,"Fully Repaid",8,P005026,"THIRD POWER PROJECT",7000000,0,0,7000000,7000000,0,0,0,0,0,0,0,12/15/1985,6/15/2000,11/7/1980,6/26/1980,7/7/1981,6/30/1990,10/25/1989
9/30/2025,IBRD18861,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"EGYPTIAN ELECTRICITY AUTHORITY",EG,Egypt,CPL,"Fully Repaid",4,P005026,"THIRD POWER PROJECT",59000000,4688305,0,54311695.09,54311695,0,0,0,0,0,0,0,10/15/1989,4/15/2004,1/3/1985,6/28/1984,6/28/1985,6/30/1991,11/7/1991
9/30/2025,IBRD19280,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"EGYPTIAN GEN. PETROLEUM CORP.",EG,Egypt,CPL,"Fully Repaid",9,P005030,"GAS EXPLORATION",25000000,0,0,25000000,25000000,0,0,0,0,0,0,0,12/1/1985,12/1/2000,1/13/1981,12/9/1980,5/13/1981,12/31/1984,
9/30/2025,IBRD20020,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"EGYPTIAN IRON AND STEEL CO",EG,Egypt,CPL,"Fully Repaid",10,P005031,"HADISOLB REHABILITATION",64000000,0,0,64000000,64000000,0,0,0,0,0,0,0,6/1/1986,6/1/1996,7/28/1981,5/26/1981,12/28/1981,9/30/1988,5/18/1989
9/30/2025,IBRD20410,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"Ministry of International Cooperation",EG,Egypt,CPL,"Fully Repaid",10,P005034,"TELECOMMUNICATIONS III",64000000,1174438,0,62825562.04,62825562,0,0,0,0,0,0,0,11/15/1986,5/15/2001,8/20/1982,7/21/1981,2/28/1983,6/30/1988,12/23/1988
9/30/2025,IBRD20740,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"MR. CHAIRMAN",EG,Egypt,CPL,"Fully Repaid",12,P005035,"DIB V / SSI",120000000,1900394,0,118099606.1,118099606,0,0,0,0,0,0,0,6/15/1985,12/15/1999,1/12/1982,12/22/1981,6/14/1982,12/31/1988,6/30/1989
9/30/2025,IBRD21030,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"EGYPTIAN GEN. PETROLEUM CORP.",EG,Egypt,CPL,"Fully Repaid",12,P005036,"ABU QIR GAS",90000000,0,0,90000000,90000000,0,0,0,0,0,0,0,12/1/1985,6/1/2002,5/3/1982,3/23/1982,12/23/1982,12/30/1986,
9/30/2025,IBRD21760,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"Ministry of International Cooperation",EG,Egypt,CPL,"Fully Repaid",12,P005038,"URBAN DEVT II",59000000,6133325,0,52866675.27,52866675,0,0,0,0,0,0,0,3/1/1988,9/1/2002,10/26/1982,6/10/1982,2/16/1983,12/31/1992,3/26/1993
9/30/2025,IBRD21830,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"Ministry of International Cooperation",EG,Egypt,CPL,"Fully Repaid",12,P005037,"EL DIKHEILA PORT",132000000,76604734,0,55395266.09,55395266,0,0,0,0,0,0,0,3/15/1986,9/15/2002,5/4/1983,6/17/1982,9/23/1983,6/30/1991,9/30/1991
9/30/2025,IBRD22430,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"Ministry of International Cooperation",EG,Egypt,CPL,"Fully Repaid",5,P005040,"AGROINDUSTRIES II",81200000,24670953,0,56529047.09,56529047,0,0,0,0,0,0,0,7/1/1988,1/1/2003,4/4/1983,3/8/1983,11/3/1983,6/30/1990,7/3/1990
9/30/2025,IBRD22640,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"Ministry of International Cooperation",EG,Egypt,CPL,"Fully Repaid",5,P005041,"VOCATIONAL TRAINING",38000000,20376676,0,17623323.64,17623324,0,0,0,0,0,0,0,12/15/1988,6/15/2003,6/6/1983,4/19/1983,11/11/1983,3/31/1993,3/31/1993
9/30/2025,IBRD22700,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"Ministry of International Cooperation",EG,Egypt,CPL,"Fully Repaid",5,P005039,"IRRIG. PUMPING STATIONS",41500000,1020415,0,40479584.59,40479585,0,0,0,0,0,0,0,12/1/1988,6/1/2003,6/6/1983,4/26/1983,11/3/1983,6/30/1992,11/24/1992
9/30/2025,IBRD22800,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"Ministry of International Cooperation",EG,Egypt,CPL,"Fully Repaid",6,P005042,"EL  DIKHEILA REINF.BAR",165300000,25790862,0,139509138.3,139509138,0,0,0,0,0,0,0,12/1/1988,6/1/1998,7/18/1983,5/12/1983,1/4/1984,12/31/1988,4/11/1989
9/30/2025,IBRD23300,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"Ministry of International Cooperation",EG,Egypt,CPL,"Fully Repaid",5,P005043,"ROAD MAINTENANCE",24000000,967413,0,23032587.21,23032587,0,0,0,0,0,0,0,12/1/1988,6/1/2003,11/14/1983,6/28/1983,4/10/1984,6/30/1990,10/10/1990
9/30/2025,IBRD23520,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"Ministry of International Cooperation",EG,Egypt,CPL,"Fully Repaid",4,P005048,"REG.WATER/SEWER ENG.",4000000,2940018,0,1059981.72,1059982,0,0,0,0,0,0,0,2/15/1989,8/15/2003,2/24/1984,10/25/1983,8/1/1984,12/31/1987,12/18/1987
9/30/2025,IBRD24580,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"Ministry of International Cooperation",EG,Egypt,CPL,"Fully Repaid",5,P005046,"SMI II",170000000,83645689,0,86354310.67,86354311,0,0,0,0,0,0,0,10/1/1989,4/1/2006,4/4/1986,6/28/1984,8/19/1987,6/30/1994,7/29/1994
9/30/2025,IBRD24590,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"Ministry of International Cooperation",EG,Egypt,CPL,"Fully Repaid",5,P005045,"EXPORT PROMOTION",125000000,77281878,0,47718122.3,47718122,0,0,0,0,0,0,0,10/1/1989,4/1/2006,4/4/1986,6/28/1984,8/19/1987,6/30/1994,9/16/1994
9/30/2025,IBRD24600,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"Ministry of International Cooperation",EG,Egypt,CPL,"Fully Repaid",5,P005044,"CONSTR. IND.",100000000,76381313,0,23618687.22,23618687,0,0,0,0,0,0,0,10/1/1989,4/1/2006,11/5/1986,6/28/1984,10/30/1987,6/30/1994,5/2/1995
9/30/2025,IBRD25610,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"Ministry of International Cooperation",EG,Egypt,CPL,"Fully Repaid",5,P005049,"AGRIC.DEVT. II",139000000,59000000,0,80000000,80000000,0,0,0,0,0,0,0,9/15/1990,3/15/2005,3/14/1986,5/30/1985,7/31/1987,3/31/1994,4/19/1994
9/30/2025,IBRD25620,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"Ministry of International Cooperation",EG,Egypt,CPL,"Fully Repaid",5,P005052,"DRAINAGE V",68000000,5000000,0,63000000,63000000,0,0,0,0,0,0,0,2/1/1991,8/1/2005,3/14/1986,5/30/1985,2/20/1987,3/31/1994,4/21/1994
9/30/2025,IBRD25690,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"PORT SAID PORT AUTHORITY",EG,Egypt,CPL,"Fully Repaid",5,P005051,"PORT EXPAN.& REHAB.",37000000,19672588,0,17327411.62,17327412,0,0,0,0,0,0,0,2/1/1991,8/1/2005,3/14/1986,6/6/1985,2/20/1987,6/30/1991,12/6/1991
9/30/2025,IBRD25940,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"Ministry of International Cooperation",EG,Egypt,CPL,"Fully Repaid",5,P005055,VOC.TRNG.III,19300000,1223911,0,18076089.42,18076089,0,0,0,0,0,0,0,2/1/1991,8/1/2005,3/14/1986,6/25/1985,2/20/1987,6/30/1994,11/14/1994
9/30/2025,IBRD27320,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"Ministry of International Cooperation",EG,Egypt,CPL,"Fully Repaid",6,P005060,"CHANNEL MAINT.",70000000,42065239,0,27934760.57,27934761,0,0,0,0,0,0,0,2/1/1992,8/1/2006,3/10/1988,6/26/1986,8/8/1988,6/30/1994,9/27/1994
9/30/2025,IBRD12850,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"Ministry of International Cooperation",EG,Egypt,NPL,"Fully Repaid",9,P004998,"UPPER EGYPT DRAINAGE II",10000000,0,0,10000000,10000000,0,0,0,0,0,0,0,8/1/1981,2/1/2001,6/11/1976,6/8/1976,1/31/1977,6/30/1985,
9/30/2025,IBRD12920,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"Ministry of International Cooperation",EG,Egypt,NPL,"Fully Repaid",9,P005000,"IND.TEXTILES REHAB.",52000000,393739,0,51606261.26,51506261,0,0,0,100000,100000,0,0,9/1/1980,3/1/1991,9/20/1976,6/22/1976,2/16/1977,3/31/1983,
9/30/2025,IBRD29930,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"ALEXANDRIA WATER GENERAL AUTHO",EG,Egypt,CPL,"Fully Cancelled",0,P005058,"ALEXANDRIA WATER II",36000000,36000000,0,0,0,0,0,0,0,0,0,0,5/15/1994,11/15/2008,,9/15/1988,9/15/1988,12/31/1996,
9/30/2025,IBRD13690,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"ALEXANDRIA WATER GENERAL AUTHO",EG,Egypt,NPL,"Fully Repaid",9,P005007,"ALEXANDRIA WATER",56000000,2850000,0,53150000,53150000,0,0,0,0,0,0,0,3/15/1982,3/15/1997,3/7/1977,2/22/1977,7/6/1977,7/31/1985,
9/30/2025,IBRD30710,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"Ministry of International Cooperation",EG,Egypt,CPL,"Fully Repaid",8,P005138,"AGRICULTURE STORAGE",40000000,30817146,0,9182853.66,9182854,0,0,0,0,0,0,0,2/1/1995,8/1/2009,5/8/1990,5/25/1989,4/30/1991,12/31/1995,2/5/1996
9/30/2025,IBRD14390,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"Ministry of International Cooperation",EG,Egypt,NPL,"Fully Repaid",8,P005002,"NILE DELTA DRAINAGE II",27000000,0,0,27000000,27000000,0,0,0,0,0,0,0,6/15/1982,6/15/1997,7/15/1977,5/31/1977,4/17/1978,12/31/1985,
9/30/2025,IBRD31030,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"EGYPTIAN ELECTRICITY AUTHORITY",EG,Egypt,CPL,"Fully Repaid",8,P005097,"POWER IV",165000000,25117536,0,139882463.7,139882464,0,0,0,0,0,0,0,1/1/1995,7/1/2009,2/2/1990,6/28/1989,7/27/1990,12/31/1995,1/18/1996
9/30/2025,IBRD14400,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"Ministry of International Cooperation",EG,Egypt,NPL,"Fully Repaid",8,P005002,"NILE DELTA DRAINAGE II",12000000,0,0,12000000,12000000,0,0,0,0,0,0,0,1/15/1983,1/15/2001,7/15/1977,5/31/1977,4/17/1978,12/31/1985,
9/30/2025,IBRD31370,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"Ministry of International Cooperation",EG,Egypt,CPL,"Fully Repaid",2,P005140,"ENGINEERING & TECHNI",30500000,1046008,0,29453992.38,29453992,0,0,0,0,0,0,0,6/1/1995,12/1/2009,5/29/1990,12/5/1989,6/5/1991,12/31/1998,11/16/1999
9/30/2025,IBRD31980,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"Ministry of International Cooperation",EG,Egypt,CPL,"Fully Repaid",2,P005149,IRRIG./PUMPING,31000000,731585,0,30268415.03,30268415,0,0,0,0,0,0,0,11/1/1995,5/1/2010,2/13/1991,5/15/1990,10/11/1991,9/15/1998,5/1/2000
9/30/2025,IBRD14530,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"EGYPTIAN ELECTRICITY AUTHORITY",EG,Egypt,NPL,"Fully Repaid",8,P005006,"REGIONAL ELECTRIFICATION",48000000,1148728,0,46851272.16,46851272,0,0,0,0,0,0,0,9/1/1982,9/1/1997,7/15/1977,6/9/1977,2/6/1978,12/31/1981,
9/30/2025,IBRD33530,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"Ministry of International Cooperation",EG,Egypt,CPL,"Fully Repaid",2,P005150,"STRUCTURAL ADJUST.",300000000,149932372,0,150067627.6,150067628,0,-0.02,-0.02,0,0,0,0,11/1/1996,5/1/2011,11/22/1991,6/21/1991,2/20/1992,6/30/1994,8/17/1992
9/30/2025,IBRD14560,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"Ministry of International Cooperation",EG,Egypt,NPL,"Fully Repaid",8,P005005,"INDUST. IMPORT PRG II",70000000,2945145,0,67054854.82,67054855,0,0,0,0,0,0,0,6/1/1982,6/1/1997,7/15/1977,6/14/1977,11/7/1977,6/30/1982,
9/30/2025,IBRD33540,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"EGYPTIAN GENERAL PETROLEUM CORPORATION",EG,Egypt,CPL,"Fully Repaid",7,P005111,"EG-GAS INVESTMENT",84000000,303307,0,83696693.37,83696693,0,0,0,0,0,0,0,10/1/1996,4/1/2011,9/26/1991,6/21/1991,9/3/1992,6/30/1999,11/9/1999
9/30/2025,IBRD14820,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"SUEZ CANAL AUTHORITY",EG,Egypt,NPL,"Fully Repaid",8,P005011,"SUEZ CANAL EXPANSION I",100000000,29598966,0,70401033.98,70401034,0,0,0,0,0,0,0,4/1/1983,10/1/1997,9/28/1977,8/9/1977,2/8/1978,12/31/1982,
9/30/2025,IBRD15330,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"MR. CHAIRMAN",EG,Egypt,NPL,"Fully Repaid",7,P005010,"DFC III",33279455,0,0,33279454.76,33279455,0,0,0,0,0,0,0,4/1/1981,10/1/1995,4/12/1978,3/21/1978,7/18/1978,10/28/1981,
9/30/2025,IBRD34170,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"Ministry of International Cooperation",EG,Egypt,CPL,"Fully Repaid",2,P005146,"NATIONAL DRAINAGE",45000000,0,0,45000000,45000000,0,0,0,0,0,0,0,5/1/1997,11/1/2011,1/27/1992,11/26/1991,9/1/1992,12/31/2000,4/24/2001
9/30/2025,IBRD15335,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"MR. CHAIRMAN",EG,Egypt,CPL,"Fully Repaid",7,P005010,"DFC III",6720545,530963,0,6189581.79,6189582,0,0,0,0,0,0,0,4/1/1981,10/1/1995,5/5/1981,3/21/1978,10/28/1981,12/31/1982,
9/30/2025,IBRD34410,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"EGYPTIAN ELECTRICITY AUTHORITY",EG,Egypt,CPL,"Fully Repaid",7,P005109,"KUREIMAT POWER PROJE",220000000,198993058,0,21006941.99,21006942,0,0,0,0,0,0,0,12/1/1997,6/1/2012,3/30/1992,3/5/1992,9/1/1992,6/30/1999,3/22/1995
9/30/2025,IBRD35450,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"TOURISM DEVELOPMENT AUTHORITY",EG,Egypt,CPL,"Fully Cancelled",7,P005168,"PVT SEC TOURISM INF & ENV",130000000,130000000,0,0,0,0,0,0,0,0,0,0,8/1/1998,2/1/2013,1/26/1993,12/17/1992,4/30/1993,12/31/2000,
9/30/2025,IBRD17320,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"EGYPTIAN GEN. PETROLEUM CORP.",EG,Egypt,NPL,"Fully Repaid",8,P005015,"GULF OF SUEZ GAS",75000000,0,0,75000000,75000000,0,0,0,0,0,0,0,1/15/1984,7/15/1999,6/29/1979,6/19/1979,1/29/1980,12/31/1983,
9/30/2025,IBRD36050,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"TOURISM DEVELOPMENT AUTHORITY",EG,Egypt,SCL,"Fully Repaid",1,P005168,"PVT SEC TOURISM INF & ENV",130000000,67535920,0,62464080,62464080,0,0,0,0,0,0,0,1/15/1999,7/15/2013,9/28/1993,5/18/1993,3/27/1995,12/31/2003,12/4/2002
9/30/2025,IBRD17330,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"EGYPTIAN ELECTRICITY AUTHORITY",EG,Egypt,NPL,"Fully Repaid",8,P005018,"POWER GENERATION",102000000,0,0,102000000,102000000,0,0,0,0,0,0,0,12/1/1984,6/1/1999,9/6/1979,6/19/1979,4/8/1980,6/30/1988,1/24/1989
9/30/2025,IBRD37190,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"PRINCIPAL BANK FOR DEVELOPMENT AND",EG,Egypt,CPL,"Fully Repaid",3,P005157,"AGRICULTURAL MODERNIZATION",54000000,56908,0,53943091.73,53943092,0,0.01,0.01,0,0,0,0,12/15/1999,6/15/2014,10/9/1994,3/24/1994,9/12/1995,6/30/2001,5/25/2001
9/30/2025,IBRD18040,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"MR. CHAIRMAN",EG,Egypt,NPL,"Fully Repaid",8,P005022,"(DFC V) DIB IV",11584725,0,0,11584724.85,11584725,0,0,0,0,0,0,0,2/15/1984,2/15/1995,5/1/1980,3/11/1980,8/8/1980,11/6/1981,
9/30/2025,IBRD18045,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"MR. CHAIRMAN",EG,Egypt,CPL,"Fully Repaid",8,P005022,"(DFC V) DIB IV",38415275,434121,0,37981153.84,37981154,0,0,0,0,0,0,0,2/15/1984,2/15/1995,5/19/1981,3/11/1980,11/6/1981,12/31/1984,
9/30/2025,IBRD18370,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"Ministry of International Cooperation",EG,Egypt,NPL,"Fully Cancelled",8,P005025,"TEXTILES II",69000000,69000000,0,0,0,0,0,0,0,0,0,0,3/15/1985,3/15/1995,6/4/1980,4/29/1980,10/15/1981,9/30/1984,
9/30/2025,IBRD18420,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"Ministry of International Cooperation",EG,Egypt,NPL,"Fully Repaid",8,P005021,"DFC IV (MIDB I)",1100979,0,0,1100979.23,1100979,0,0,0,0,0,0,0,6/15/1983,12/15/1996,6/4/1980,5/13/1980,12/31/1980,2/15/1983,
9/30/2025,IBRD18425,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"Ministry of International Cooperation",EG,Egypt,CPL,"Fully Repaid",8,P005021,"DFC IV (MIDB I)",28899021,6435912,0,22463108.77,22463109,0,0,0,0,0,0,0,6/15/1983,12/15/1996,12/21/1982,5/13/1980,2/15/1983,6/30/1987,
9/30/2025,IBRD46580,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"Ministry of International Cooperation",EG,Egypt,SCL,"Fully Repaid",3,P056236,"EG-HIGHER EDUCATION ENHANCEMENT PROG",50000000,0,0,50000000,50000000,0,0,0,0,0,0,0,8/15/2007,2/15/2019,4/23/2002,4/16/2002,7/29/2002,12/31/2008,3/24/2009
9/30/2025,IBRD71610,"MID EAST, NORTH AFRICA, AFG, PAK",EG,Egypt,"Ministry of International Cooperation",EG,Egypt,FSL,"Fully Cancelled",0,P074075,"EG - Second Matruh Resource Mgmt. Proj.",12350000,12350000,0,0,0,0,0,0,0,0,0,0,9/1/2008,3/1/2020,3/21/2003,3/6/2003,12/21/2004,2/16/2005,
